[200만뷰] 우리 아이 🧑‍🎓 두뇌발달에 좋은 모차르트 음악들 ｜두뇌발달｜감성발달｜어린이집｜신나는 클래식｜아기 감성지수 높이기｜아이 클래식.mp3,0.84220105,0.99777114,0.99450177,0.95117664,0.9718653,0.9905065,0.9877773,0.9267105,0.9946526,0.99216723,0.9943572,0.9664672,0.9813457,0.8511834,0.98219824,0.99782014,0.99436337,0.86192214,0.9946526,0.9813457,0.9904959,0.9909267,0.9439783,0.9887782,0.97741586,0.99999994,0.985212,0.98832387,0.9423993,0.96637124,0.99152756,0.93891245,0.9788398,0.96985674,0.9900828,0.9752904,0.996975,0.9959496,0.95055,0.9439098,0.9670145,0.9453256,0.9198613,0.9758814,0.9686239,0.9529935,0.9757915,0.9836672,0.92774457,0.930183,0.97995126,0.99190646,0.98528934,0.9939206,0.9339815,0.98211545,0.93710876
[자장가클래식모음 1시간연속] 피아노 자장가 슈베르트 모짜르트 자장가 풀벌레소리 바람소리 ♬숙면유도♬수면음악 연속듣기 ♫ 자장가노래 ♫ 수면유도음악.mp3,0.81939,0.9844135,0.98740584,0.9397432,0.9718117,0.9926479,0.9848398,0.95859337,0.98615545,0.98784566,0.9904179,0.9681936,0.987119,0.83248997,0.964954,0.9813283,0.9810228,0.82067454,0.98615545,0.987119,0.97229713,0.97023964,0.9372451,0.98737776,0.9910011,0.985212,1.0000001,0.9927804,0.9411588,0.9701425,0.9785359,0.96163213,0.98000354,0.9795846,0.9838152,0.97395724,0.97896945,0.99227166,0.94588774,0.97029066,0.96590537,0.94040215,0.8942895,0.9861109,0.97956467,0.9615267,0.974817,0.9807011,0.92710835,0.92680186,0.992599,0.9754377,0.9826774,0.98782337,0.9100579,0.9820442,0.93732643
"몸의 긴장을 풀어주는 힐링음악 + 물소리 🎵 마사지음악, 스파음악, 휴식음악, 수면유도음악.mp3",0.80005556,0.98918945,0.99243045,0.93046284,0.9648592,0.9877751,0.9844057,0.9490336,0.99058264,0.9933744,0.9922937,0.9615845,0.9925704,0.807858,0.96835625,0.9882824,0.9845527,0.8132105,0.99058264,0.9925704,0.97750324,0.97438556,0.9268425,0.9935762,0.9888258,0.98832387,0.9927804,1.0000001,0.9350296,0.9593575,0.9864234,0.96679777,0.9742355,0.98706824,0.98729193,0.9694892,0.98238754,0.9949342,0.938315,0.9650095,0.9594147,0.9346265,0.88236475,0.9796796,0.98777103,0.95575434,0.9830349,0.98677075,0.91762936,0.9181447,0.99109083,0.97990805,0.9857141,0.9927909,0.91567177,0.980425,0.9314632
🍅동요연속듣기🍅 최신!!인기동요 모음 | 120분 연속재생 | 동물동요 | 광고없는 | 똑똑키즈 | 유치원동요 | 어린이동요ㅣEducational Songs for Children.mp3,0.9349925,0.9518168,0.928931,0.98900926,0.9807584,0.9635231,0.97813225,0.87928754,0.95683485,0.93429965,0.9529243,0.98007023,0.8966085,0.9226927,0.96683615,0.9481882,0.9657363,0.7771116,0.95683485,0.8966085,0.9635288,0.9625537,0.99574375,0.9308217,0.9130852,0.9423993,0.9411588,0.9350296,0.99999994,0.9850557,0.9213858,0.84195477,0.98580194,0.93485445,0.911541,0.98971766,0.9509526,0.9341717,0.9924565,0.8532175,0.9271062,0.99808604,0.9627033,0.9078191,0.8852139,0.9879977,0.9762372,0.94451374,0.9922895,0.99814147,0.91776246,0.96438235,0.92328894,0.9587621,0.8337777,0.9800513,0.985095
"엄마 육퇴하게 해주는 베스트 아기동요 모음집 80분 ♪ | 산토끼, 악어떼 + 율동동요 묶음 | 인기동요 연속듣기 ★ 지니키즈.mp3",0.928134,0.96577346,0.9579845,0.99083346,0.9964297,0.98833466,0.9874655,0.9210627,0.96779376,0.95104325,0.97647256,0.9937083,0.93480575,0.922481,0.961296,0.96932477,0.9832601,0.82469827,0.96779376,0.93480575,0.96675193,0.96588993,0.988756,0.9489236,0.9575776,0.96637124,0.9701425,0.9593575,0.9850557,1.0000001,0.94272864,0.88421905,0.9969822,0.947918,0.94326764,0.995125,0.96339303,0.96405226,0.9771872,0.9108728,0.9690218,0.98742795,0.9598876,0.93837184,0.9218689,0.9912829,0.97896695,0.9482268,0.98686033,0.97926295,0.96032375,0.96749985,0.9628639,0.97435945,0.89284146,0.98462933,0.9645194
Baby Sleep Music ♫ Overcome Insomnia ♥ Mozart Brahms Lullaby - Sleep Instantly Within 3 Minutes.mp3,0.79897237,0.99240535,0.9855705,0.9205768,0.947724,0.97672063,0.9736999,0.9263684,0.9896358,0.9911882,0.98760957,0.9403028,0.9853015,0.8165961,0.97948647,0.99098456,0.98087984,0.8450604,0.9896358,0.9853015,0.98577976,0.98541844,0.9175768,0.98537534,0.9660242,0.99152756,0.9785359,0.9864234,0.9213858,0.94272864,0.99999994,0.9421101,0.96060807,0.9625171,0.9876856,0.9566502,0.99123096,0.988968,0.93052,0.93096316,0.9384506,0.92267305,0.88223934,0.972442,0.967439,0.9264569,0.9695734,0.9889602,0.89675707,0.9055503,0.96967006,0.9869913,0.98042256,0.9857724,0.913878,0.9676687,0.9175358
ASMR Sleep Like a Baby! 100+ Triggers Collection For Sleep (ASMR No Talking).mp3,0.6522377,0.9354267,0.9532105,0.8313474,0.9004067,0.93241787,0.92017144,0.9312853,0.93838763,0.9625132,0.9395761,0.9030973,0.97960794,0.6546252,0.89220035,0.9317591,0.9186174,0.6961473,0.93838763,0.97960794,0.90353096,0.90188134,0.82550293,0.96676344,0.97389114,0.93891245,0.96163213,0.96679777,0.84195477,0.88421905,0.9421101,0.99999976,0.9054256,0.9729895,0.9667231,0.8983831,0.9235903,0.9633223,0.8583644,0.9783884,0.90886813,0.83778274,0.7724275,0.9769353,0.99267244,0.8908252,0.91721904,0.9375439,0.8199511,0.8235577,0.9718417,0.91322756,0.9332107,0.9382117,0.85429734,0.9245718,0.8439376
아이가 좋아하는 영어동요. 광고없는 1시간 20분.mp3,0.9077303,0.9804995,0.9707601,0.98644483,0.99567384,0.9932643,0.9952995,0.92880535,0.9827776,0.9695756,0.9858178,0.99332935,0.951558,0.904911,0.9763754,0.9812515,0.99070734,0.8235834,0.9827776,0.951558,0.9804167,0.97961,0.9854571,0.9665854,0.96609586,0.9788398,0.98000354,0.9742355,0.98580194,0.9969822,0.96060807,0.9054256,1.0000001,0.9649404,0.95931715,0.99802846,0.97781396,0.97682875,0.982262,0.9223292,0.97040033,0.98662275,0.9527922,0.9536272,0.94011456,0.99135834,0.9886353,0.968181,0.9806392,0.97861534,0.96907717,0.9819039,0.9697027,0.9862987,0.8976337,0.99336004,0.9721163
🧠💤 최상의 숙면을 경험하세요. 깸 없는 깊은 잠을 돕는 수면단계별 뇌파 동조화 수면 사운드 - 90분 수면사이클 버전 & 기상알람 2회 (연구 논문 기반).mp3,0.7751112,0.9740542,0.9758987,0.91850585,0.95896274,0.9702413,0.97385037,0.9258811,0.97905356,0.9860574,0.9718031,0.9627849,0.9760686,0.76483816,0.95412916,0.96816516,0.9666733,0.72771204,0.97905356,0.9760686,0.95845866,0.957315,0.9185604,0.98885876,0.9767937,0.96985674,0.9795846,0.98706824,0.93485445,0.947918,0.9625171,0.9729895,0.9649404,1.0000001,0.9760784,0.96338123,0.9652647,0.98205084,0.94529164,0.95671624,0.93846774,0.9296424,0.8728964,0.97839177,0.9851172,0.96135163,0.97403526,0.9743518,0.913973,0.9234788,0.9773193,0.9659874,0.9513331,0.97746295,0.8612282,0.9792359,0.93512547
신생아 음악은 지능을 향상시킵니다 ♫♫♫ Top 2022 신생아 음악 - 아기자장가.mp3,0.781691,0.9865518,0.98690015,0.9169411,0.9538715,0.97756875,0.9703573,0.93118745,0.98155296,0.9914424,0.9816987,0.9509438,0.98804265,0.79167104,0.96032065,0.98679763,0.9756844,0.8193516,0.98155296,0.98804265,0.9692261,0.97120994,0.9095846,0.9905543,0.98148775,0.9900828,0.9838152,0.98729193,0.911541,0.94326764,0.9876856,0.9667231,0.95931715,0.9760784,1.0000001,0.95430505,0.9825341,0.99402934,0.9292532,0.9605457,0.9491839,0.9131579,0.88024086,0.9836635,0.98326975,0.93462,0.9584025,0.9750067,0.8946669,0.89896125,0.98209715,0.9743764,0.9733331,0.98081654,0.90746695,0.96981335,0.90833616
⚡동요연속듣기⚡ 유치원 인기 동요 | 아이들 시간순삭😋 | 1시간 연속재생 | 똑똑한 엄마들이 선택한 동요 베스트.mp3,0.91127247,0.9783804,0.965587,0.98752743,0.99639106,0.9896457,0.99457884,0.9229958,0.9809656,0.96715057,0.9837129,0.9946406,0.943539,0.9031036,0.97720575,0.97878724,0.98891586,0.8106463,0.9809656,0.943539,0.97968125,0.97935206,0.9876889,0.9631918,0.9586475,0.9752904,0.97395724,0.9694892,0.98971766,0.995125,0.9566502,0.8983831,0.99802846,0.96338123,0.95430505,0.99999994,0.9760034,0.9725763,0.98520327,0.909759,0.9638344,0.99092746,0.9550362,0.95129085,0.935468,0.99254143,0.9897636,0.9663007,0.98459476,0.9834078,0.96179074,0.98169535,0.9617821,0.98536366,0.8879884,0.9950092,0.9738229
"[섬집아기] 3시간 연속재생, 마음이 따뜻해지는 피아노 자장가 음악, 중간광고 x.mp3",0.849472,0.9990281,0.9888944,0.9534716,0.9672094,0.9852907,0.9882112,0.9122147,0.9967133,0.9915925,0.9904034,0.9613852,0.9715598,0.8600939,0.99283886,0.99497354,0.9923952,0.85830057,0.9967133,0.9715598,0.99694574,0.9976517,0.95045435,0.9863474,0.9621831,0.996975,0.97896945,0.98238754,0.9509526,0.96339303,0.99123096,0.9235903,0.97781396,0.9652647,0.9825341,0.9760034,1.0,0.988966,0.9597715,0.9230616,0.95295936,0.9516805,0.92641157,0.96895576,0.9558022,0.951098,0.97723454,0.9896065,0.9300432,0.93986267,0.96586055,0.9979066,0.97532445,0.9925202,0.9165571,0.9831879,0.9491992
"The Aviary Village, Step 2 - Sky: Children of The Light ASMR.mp3",0.8164455,0.9929699,0.99484223,0.93862,0.97165006,0.99072015,0.9849547,0.94334066,0.99185276,0.9946707,0.9944484,0.96833867,0.9917992,0.8215297,0.97018605,0.99385196,0.98927915,0.82934767,0.99185276,0.9917992,0.9796033,0.9795342,0.9317742,0.99234116,0.99079573,0.9959496,0.99227166,0.9949342,0.9341717,0.96405226,0.988968,0.9633223,0.97682875,0.98205084,0.99402934,0.9725763,0.988966,0.9999998,0.94127154,0.9646082,0.96962315,0.9355944,0.89979506,0.9866308,0.985178,0.9552219,0.97651845,0.98141277,0.92043275,0.92044145,0.99218124,0.9830716,0.9862155,0.9930393,0.9267813,0.9818296,0.9273134
Baby Sensory Caterpillar's Garden. High Contrast Eye Tracking for Babies.mp3,0.91172,0.9597656,0.93503165,0.98241496,0.97527134,0.96216345,0.9783245,0.8704066,0.9626852,0.9456287,0.9506753,0.9762431,0.9041025,0.90285337,0.9735765,0.95255786,0.9641444,0.77166337,0.9626852,0.9041025,0.96781534,0.9696103,0.98870087,0.94310874,0.9151909,0.95055,0.94588774,0.938315,0.9924565,0.9771872,0.93052,0.8583644,0.982262,0.94529164,0.9292532,0.98520327,0.9597715,0.94127154,1.0,0.86386824,0.9228832,0.9895871,0.9627134,0.922021,0.8955343,0.98259133,0.9687383,0.9529768,0.97957516,0.9936503,0.9188496,0.9713261,0.91779256,0.95942277,0.826389,0.98366165,0.98938227
[12시간] 쉬소리 + 빗소리 asmr | 아기 수면교육 | 청력 보호 백색소음 | 여행 영상 | 중간광고 없음.mp3,0.7113269,0.93456376,0.95935625,0.86314565,0.91744596,0.948808,0.93081576,0.93906325,0.9361885,0.9508787,0.9454699,0.91708064,0.9738023,0.7240181,0.88819766,0.9365507,0.9287458,0.771097,0.9361885,0.9738023,0.9041286,0.9021015,0.85102016,0.9546836,0.9860116,0.9439098,0.97029066,0.9650095,0.8532175,0.9108728,0.93096316,0.9783884,0.9223292,0.95671624,0.9605457,0.909759,0.9230616,0.9646082,0.86386824,1.0000001,0.95312226,0.85317886,0.81379,0.9641258,0.98027796,0.90709364,0.91557014,0.92521507,0.8474974,0.8348773,0.98394334,0.91023165,0.95185935,0.94299465,0.9079515,0.92720443,0.8604078
"5분만에 꿈나라 직행│쉬~소리+빗소리+물소리│수면교육 백색소음 │10시간 연속재생, 광고없음│whitenoise, shhh~.mp3",0.8664089,0.95729756,0.96241534,0.95187855,0.9707567,0.97665364,0.967912,0.9330862,0.95775354,0.9477109,0.9708168,0.96698356,0.948965,0.8693666,0.9326279,0.96737427,0.9699233,0.85655826,0.95775354,0.948965,0.9458011,0.9457951,0.93722916,0.94105524,0.97450703,0.9670145,0.96590537,0.9594147,0.9271062,0.9690218,0.9384506,0.90886813,0.97040033,0.93846774,0.9491839,0.9638344,0.95295936,0.96962315,0.9228832,0.95312226,1.0,0.9348292,0.9183189,0.94478554,0.9420471,0.95553565,0.9514699,0.93194366,0.93805814,0.91562974,0.9753183,0.94700223,0.9692711,0.9690777,0.95871085,0.96035546,0.92140734
😍엄마와함께듣는 유치원 인기동요💖인기동요모음😍광고없는😍유치원동요💗어린이동요🎵송송키즈🙂동요연속듣기😍율동동요😍90분연속재생😍.mp3,0.942486,0.9522264,0.9302594,0.9929604,0.9845626,0.96654713,0.97780716,0.8876004,0.95574087,0.93203324,0.9562377,0.9827599,0.8957196,0.93148065,0.9652028,0.9513358,0.9685565,0.79652137,0.95574087,0.8957196,0.96371967,0.9628853,0.9966262,0.9281499,0.91519535,0.9453256,0.94040215,0.9346265,0.99808604,0.98742795,0.92267305,0.83778274,0.98662275,0.9296424,0.9131579,0.99092746,0.9516805,0.9355944,0.9895871,0.85317886,0.9348292,1.0000001,0.9635326,0.90735435,0.88418037,0.9865723,0.9745271,0.9411877,0.9954834,0.9958918,0.91979355,0.9638721,0.9285733,0.9595177,0.8496045,0.9785682,0.97964275
"신생아재우기 - 울던 아이도 뚝 그치는! 쉬~소리+심장소리+물소리 10시간!, 5분뒤 화면꺼짐, 엄마뱃속 소리 재현! 신생아 안정, 백색소음, 수면음악, 수면발달유도.mp3",0.96533215,0.92090845,0.8988345,0.98237944,0.9505267,0.92984366,0.9468587,0.78742874,0.9181512,0.88891786,0.91295457,0.9476148,0.8488975,0.9511964,0.93369806,0.9252758,0.94148386,0.8225798,0.9181512,0.8488975,0.9347083,0.93869233,0.97976,0.88391644,0.87063307,0.9198613,0.8942895,0.88236475,0.9627033,0.9598876,0.88223934,0.7724275,0.9527922,0.8728964,0.88024086,0.9550362,0.92641157,0.89979506,0.9627134,0.81379,0.9183189,0.9635326,1.0,0.8549019,0.8280188,0.95168364,0.925774,0.8885954,0.96582264,0.96741474,0.8745835,0.9335387,0.89368933,0.92332155,0.8481821,0.943029,0.95434695
자장가 브람스 아기수면음악 ♫ 자장가 오르골 어린이 ♫ 수면음악 연속듣기 ♫ 아기자장가노래 ♫ 유아자장가 수면유도음악.mp3,0.76091385,0.97343725,0.97648126,0.9030489,0.9504645,0.9716548,0.9623804,0.950405,0.97548026,0.9858989,0.9759161,0.9496477,0.98375815,0.76661307,0.94886404,0.9671749,0.96106035,0.7720222,0.97548026,0.98375815,0.95410323,0.95498806,0.89927906,0.9830998,0.98209125,0.9758814,0.9861109,0.9796796,0.9078191,0.93837184,0.972442,0.9769353,0.9536272,0.97839177,0.9836635,0.95129085,0.96895576,0.9866308,0.922021,0.9641258,0.94478554,0.90735435,0.8549019,0.9999999,0.9849166,0.933197,0.95056444,0.9702197,0.88875526,0.89502245,0.9819175,0.96172905,0.95849556,0.9718549,0.8873478,0.96612966,0.90455216
"""버릇없는 우리 아이가 달라졌어요!"" 어사 박문수 등 2편🌛중간광고 없는 옛날이야기 1시간 연속 .mp3",0.7219348,0.9654578,0.9781724,0.8809188,0.93553245,0.96269816,0.95493186,0.9423901,0.96708506,0.9819701,0.9699741,0.9357454,0.992253,0.72302204,0.9292596,0.96521413,0.95540357,0.75526613,0.96708506,0.992253,0.94152874,0.93918973,0.873533,0.98468393,0.98857045,0.9686239,0.97956467,0.98777103,0.8852139,0.9218689,0.967439,0.99267244,0.94011456,0.9851172,0.98326975,0.935468,0.9558022,0.985178,0.8955343,0.98027796,0.9420471,0.88418037,0.8280188,0.9849166,0.9999999,0.92499965,0.95229995,0.9622536,0.8678091,0.8671961,0.9881496,0.9479983,0.9642399,0.9703073,0.8983018,0.9556523,0.88398325
Upbeat Kids Songs | Children's Song Collection | The Singing Walrus.mp3,0.90771496,0.95643044,0.9469357,0.9834159,0.99137086,0.97620684,0.9847312,0.90534526,0.96146613,0.94732004,0.96348447,0.9937732,0.9253547,0.8886009,0.95278406,0.9576655,0.97243905,0.7620487,0.96146613,0.9253547,0.95616764,0.9546405,0.98396844,0.9485551,0.9501969,0.9529935,0.9615267,0.95575434,0.9879977,0.9912829,0.9264569,0.8908252,0.99135834,0.96135163,0.93462,0.99254143,0.951098,0.9552219,0.98259133,0.90709364,0.95553565,0.9865723,0.95168364,0.933197,0.92499965,1.0,0.9811098,0.94360703,0.9874975,0.9842694,0.9522335,0.959523,0.94166464,0.9691399,0.8605615,0.98816586,0.9733004
브람스 느린 피아노+빗소리 자장가 4시간(Brahms Slow Lullaby Piano+Rain Sound 4hr Play_Dark screen after 30minutes).mp3,0.86978316,0.9821792,0.9715954,0.96497685,0.9802957,0.98422676,0.99326897,0.92203295,0.9865079,0.9761521,0.9862634,0.97794,0.9604857,0.8630388,0.9791106,0.98291713,0.987929,0.7938741,0.9865079,0.9604857,0.983417,0.9799033,0.9669769,0.9732986,0.96177995,0.9757915,0.974817,0.9830349,0.9762372,0.97896695,0.9695734,0.91721904,0.9886353,0.97403526,0.9584025,0.9897636,0.97723454,0.97651845,0.9687383,0.91557014,0.9514699,0.9745271,0.925774,0.95056444,0.95229995,0.9811098,0.99999994,0.979408,0.9620578,0.9641382,0.9660072,0.98426896,0.97013336,0.9913207,0.889834,0.99131256,0.96481884
🥰 아이가 좋아하는 태교음악 🤰 .mp3,0.805023,0.99214494,0.98093086,0.9294753,0.95072323,0.9758584,0.98188347,0.92446065,0.9946547,0.992886,0.98368883,0.94583243,0.97426313,0.82153994,0.9900871,0.9822574,0.97758055,0.8151609,0.9946547,0.97426313,0.990047,0.98826456,0.9333466,0.9877693,0.95772266,0.9836672,0.9807011,0.98677075,0.94451374,0.9482268,0.9889602,0.9375439,0.968181,0.9743518,0.9750067,0.9663007,0.9896065,0.98141277,0.9529768,0.92521507,0.93194366,0.9411877,0.8885954,0.9702197,0.9622536,0.94360703,0.979408,0.99999994,0.9141957,0.9299018,0.96217513,0.9918751,0.96516246,0.98812044,0.8863561,0.979093,0.9520225
유아동요 모음 어린이동요 연속듣기 [큐리동요모음].mp3,0.9551689,0.93183035,0.9118609,0.9931349,0.98326397,0.9569371,0.96659476,0.8796697,0.9353549,0.9097111,0.9415692,0.98277134,0.87640613,0.9379686,0.94113356,0.9356612,0.9559618,0.7834491,0.9353549,0.87640613,0.9417716,0.94122344,0.9944038,0.90624094,0.9079552,0.92774457,0.92710835,0.91762936,0.9922895,0.98686033,0.89675707,0.8199511,0.9806392,0.913973,0.8946669,0.98459476,0.9300432,0.92043275,0.97957516,0.8474974,0.93805814,0.9954834,0.96582264,0.88875526,0.8678091,0.9874975,0.9620578,0.9141957,1.0,0.9918534,0.9116508,0.94221276,0.91596854,0.9446476,0.84453523,0.96809715,0.9691351
🍅동요연속듣기🥦 최신! 인기동요 모음 | 120분 연속재생 | 동물동요 | 광고없는 | 똑똑키즈 | 유치원동요 | 어린이동요ㅣEducational Songs for Children.mp3,0.94079244,0.9397206,0.9133242,0.9878042,0.97512347,0.9515612,0.96849424,0.85896283,0.9444641,0.92057055,0.9381696,0.97592664,0.8777332,0.9239349,0.95773256,0.9357179,0.9545335,0.75902224,0.9444641,0.8777332,0.952481,0.95305175,0.9950552,0.9169623,0.8969966,0.930183,0.92680186,0.9181447,0.99814147,0.97926295,0.9055503,0.8235577,0.97861534,0.9234788,0.89896125,0.9834078,0.93986267,0.92044145,0.9936503,0.8348773,0.91562974,0.9958918,0.96741474,0.89502245,0.8671961,0.9842694,0.9641382,0.9299018,0.9918534,1.0000001,0.9012916,0.954402,0.9045652,0.9452137,0.81276935,0.9728784,0.9833625
Hearing protection White Noise 🌙 Rain Piano ASMR | Newborn Baby Parents.mp3,0.79812914,0.9736813,0.9859347,0.92419153,0.9664351,0.98637646,0.97332436,0.96104443,0.97474706,0.97956187,0.98606706,0.9638734,0.9905188,0.80327386,0.9411397,0.9775541,0.97559106,0.8117442,0.97474706,0.9905188,0.9548238,0.9524186,0.9152246,0.9803405,0.9997696,0.97995126,0.992599,0.99109083,0.91776246,0.96032375,0.96967006,0.9718417,0.96907717,0.9773193,0.98209715,0.96179074,0.96586055,0.99218124,0.9188496,0.98394334,0.9753183,0.91979355,0.8745835,0.9819175,0.9881496,0.9522335,0.9660072,0.96217513,0.9116508,0.9012916,1.0000001,0.95839113,0.98569566,0.981282,0.92867225,0.96915746,0.9074706
TWO HOURS of gentle lullabies for babies - Baby Sleep Music.mp3,0.86157143,0.9972463,0.982341,0.9609108,0.9697178,0.98352367,0.9914839,0.90700233,0.99683404,0.98842216,0.98791206,0.96466213,0.963429,0.86931646,0.99773437,0.992053,0.9914433,0.8432234,0.99683404,0.963429,0.9991703,0.9992733,0.9611086,0.9827743,0.95398283,0.99190646,0.9754377,0.97990805,0.96438235,0.96749985,0.9869913,0.91322756,0.9819039,0.9659874,0.9743764,0.98169535,0.9979066,0.9830716,0.9713261,0.91023165,0.94700223,0.9638721,0.9335387,0.96172905,0.9479983,0.959523,0.98426896,0.9918751,0.94221276,0.954402,0.95839113,0.99999994,0.9688898,0.99251866,0.90219843,0.98787737,0.9639428
"baby sleep music ♥ With Waterfall sounds, Nature sounds - Mozart Effect for Babies.mp3",0.83524734,0.9790394,0.98728734,0.9372627,0.96226186,0.9877435,0.9758583,0.9425839,0.97708106,0.97221595,0.99061084,0.95344996,0.9828558,0.8501846,0.9552707,0.98601294,0.98541033,0.876423,0.97708106,0.9828558,0.97128683,0.96673954,0.9272674,0.9721585,0.98266894,0.98528934,0.9826774,0.9857141,0.92328894,0.9628639,0.98042256,0.9332107,0.9697027,0.9513331,0.9733331,0.9617821,0.97532445,0.9862155,0.91779256,0.95185935,0.9692711,0.9285733,0.89368933,0.95849556,0.9642399,0.94166464,0.97013336,0.96516246,0.91596854,0.9045652,0.98569566,0.9688898,0.99999994,0.9839287,0.9538778,0.96265215,0.9083997
Soothing Cartoons and Bedtime Songs for Kids : Dreamy Lullabies with Beadies LIVE.mp3,0.8517601,0.99581933,0.9902189,0.9586794,0.978191,0.992702,0.9958773,0.93344223,0.9964774,0.9913061,0.99639904,0.9739077,0.97877496,0.8558609,0.9846746,0.99579275,0.99510735,0.8384331,0.9964774,0.97877496,0.9914066,0.9896751,0.95531905,0.98747444,0.9779965,0.9939206,0.98782337,0.9927909,0.9587621,0.97435945,0.9857724,0.9382117,0.9862987,0.97746295,0.98081654,0.98536366,0.9925202,0.9930393,0.95942277,0.94299465,0.9690777,0.9595177,0.92332155,0.9718549,0.9703073,0.9691399,0.9913207,0.98812044,0.9446476,0.9452137,0.981282,0.99251866,0.9839287,0.9999999,0.9259701,0.9918005,0.95477206
시끄럽지 않은 진공청소기 소리🎧 · 아기 수면교육 [4시간] 백색소음 I Vacuum cleaner ASMR.mp3,0.7962778,0.91709316,0.93272215,0.88034934,0.89310074,0.92445695,0.90973365,0.8789632,0.9114785,0.8995563,0.9307697,0.88008004,0.91797364,0.81949306,0.88426787,0.9333741,0.9279991,0.92286414,0.9114785,0.91797364,0.9088185,0.9044752,0.8541617,0.89417106,0.9260211,0.9339815,0.9100579,0.91567177,0.8337777,0.89284146,0.913878,0.85429734,0.8976337,0.8612282,0.90746695,0.8879884,0.9165571,0.9267813,0.826389,0.9079515,0.95871085,0.8496045,0.8481821,0.8873478,0.8983018,0.8605615,0.889834,0.8863561,0.84453523,0.81276935,0.92867225,0.90219843,0.9538778,0.9259701,0.99999994,0.88678604,0.8323038
(가사있는) 초등 교과서 수록 인기 동요 3.mp3,0.8761094,0.98654455,0.9741487,0.97419477,0.9881625,0.98875856,0.99729204,0.92166966,0.9888852,0.9815699,0.98535043,0.98776966,0.95905715,0.86995375,0.98218906,0.9842257,0.988463,0.79625994,0.9888852,0.95905715,0.98422605,0.98396957,0.97478294,0.9790913,0.9665366,0.98211545,0.9820442,0.980425,0.9800513,0.98462933,0.9676687,0.9245718,0.99336004,0.9792359,0.96981335,0.9950092,0.9831879,0.9818296,0.98366165,0.92720443,0.96035546,0.9785682,0.943029,0.96612966,0.9556523,0.98816586,0.99131256,0.979093,0.96809715,0.9728784,0.96915746,0.98787737,0.96265215,0.9918005,0.88678604,1.0,0.97498155
[Original] 신생아 자장가 엄마뱃속 소리 + 쉬~소리 백색소음 (10시간) | 자궁소리 ASMR과 그림영상.mp3,0.8999978,0.95027316,0.92527515,0.9712169,0.9564657,0.9499755,0.97313505,0.8565023,0.9574245,0.9355381,0.9394658,0.9564891,0.8937671,0.8985656,0.9700954,0.94039774,0.9515045,0.7724293,0.9574245,0.8937671,0.9622874,0.96192443,0.97980607,0.9302154,0.9024281,0.93710876,0.93732643,0.9314632,0.985095,0.9645194,0.9175358,0.8439376,0.9721163,0.93512547,0.90833616,0.9738229,0.9491992,0.9273134,0.98938227,0.8604078,0.92140734,0.97964275,0.95434695,0.90455216,0.88398325,0.9733004,0.96481884,0.9520225,0.9691351,0.9833625,0.9074706,0.9639428,0.9083997,0.95477206,0.8323038,0.97498155,0.99999994
